task_id	doc	cpp_file	cpp_lines	rust_target	depends	status	acceptance	notes
#SCRIPTS.WBS.079	scripts.md	scripts/EasternKingdoms/Karazhan/karazhan.cpp	629	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 629 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#SCRIPTS.WBS.080	scripts.md	scripts/EasternKingdoms/Karazhan/karazhan.h	121	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.081	scripts.md	scripts/EasternKingdoms/MagistersTerrace/boss_felblood_kaelthas.cpp	510	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 510 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#SCRIPTS.WBS.082	scripts.md	scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp	1322	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 1322 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#SCRIPTS.WBS.083	scripts.md	scripts/EasternKingdoms/MagistersTerrace/boss_selin_fireheart.cpp	285	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.084	scripts.md	scripts/EasternKingdoms/MagistersTerrace/boss_vexallus.cpp	220	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.085	scripts.md	scripts/EasternKingdoms/MagistersTerrace/instance_magisters_terrace.cpp	236	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.086	scripts.md	scripts/EasternKingdoms/MagistersTerrace/magisters_terrace.cpp	117	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.087	scripts.md	scripts/EasternKingdoms/MagistersTerrace/magisters_terrace.h	107	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.088	scripts.md	scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp	1328	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 1328 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#SCRIPTS.WBS.089	scripts.md	scripts/EasternKingdoms/ScarletEnclave/chapter2.cpp	632	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 632 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#SCRIPTS.WBS.090	scripts.md	scripts/EasternKingdoms/ScarletEnclave/chapter5.cpp	1666	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 1666 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#SCRIPTS.WBS.091	scripts.md	scripts/EasternKingdoms/ScarletEnclave/zone_the_scarlet_enclave.cpp	143	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.092	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_arcanist_doan.cpp	119	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.093	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_azshir_the_sleepless.cpp	108	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.094	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_bloodmage_thalnos.cpp	115	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.095	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_headless_horseman.cpp	1041	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 1041 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#SCRIPTS.WBS.096	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_herod.cpp	162	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.097	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_high_inquisitor_fairbanks.cpp	161	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.098	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_houndmaster_loksey.cpp	72	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.099	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_interrogator_vishas.cpp	118	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.100	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_mograine_and_whitemane.cpp	435	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.101	scripts.md	scripts/EasternKingdoms/ScarletMonastery/boss_scorn.cpp	80	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.102	scripts.md	scripts/EasternKingdoms/ScarletMonastery/instance_scarlet_monastery.cpp	175	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.103	scripts.md	scripts/EasternKingdoms/ScarletMonastery/scarlet_monastery.h	103	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.104	scripts.md	scripts/EasternKingdoms/Scholomance/boss_darkmaster_gandling.cpp	376	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.105	scripts.md	scripts/EasternKingdoms/Scholomance/boss_death_knight_darkreaver.cpp	63	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.106	scripts.md	scripts/EasternKingdoms/Scholomance/boss_doctor_theolen_krastinov.cpp	111	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.107	scripts.md	scripts/EasternKingdoms/Scholomance/boss_illucia_barov.cpp	112	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.108	scripts.md	scripts/EasternKingdoms/Scholomance/boss_instructor_malicia.cpp	156	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.109	scripts.md	scripts/EasternKingdoms/Scholomance/boss_jandice_barov.cpp	117	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.110	scripts.md	scripts/EasternKingdoms/Scholomance/boss_kirtonos_the_herald.cpp	307	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.111	scripts.md	scripts/EasternKingdoms/Scholomance/boss_kormok.cpp	214	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.112	scripts.md	scripts/EasternKingdoms/Scholomance/boss_lord_alexei_barov.cpp	106	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.113	scripts.md	scripts/EasternKingdoms/Scholomance/boss_lorekeeper_polkelt.cpp	111	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.114	scripts.md	scripts/EasternKingdoms/Scholomance/boss_ras_frostwhisper.cpp	125	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.115	scripts.md	scripts/EasternKingdoms/Scholomance/boss_the_ravenian.cpp	111	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.116	scripts.md	scripts/EasternKingdoms/Scholomance/boss_vectus.cpp	139	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.117	scripts.md	scripts/EasternKingdoms/Scholomance/instance_scholomance.cpp	214	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.118	scripts.md	scripts/EasternKingdoms/Scholomance/scholomance.h	72	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.119	scripts.md	scripts/EasternKingdoms/ShadowfangKeep/boss_apothecary_hummel.cpp	487	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.120	scripts.md	scripts/EasternKingdoms/ShadowfangKeep/instance_shadowfang_keep.cpp	246	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.121	scripts.md	scripts/EasternKingdoms/ShadowfangKeep/shadowfang_keep.cpp	365	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.122	scripts.md	scripts/EasternKingdoms/ShadowfangKeep/shadowfang_keep.h	44	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.123	scripts.md	scripts/EasternKingdoms/Stratholme/boss_baron_rivendare.cpp	147	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.124	scripts.md	scripts/EasternKingdoms/Stratholme/boss_baroness_anastari.cpp	136	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.125	scripts.md	scripts/EasternKingdoms/Stratholme/boss_cannon_master_willey.cpp	235	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.126	scripts.md	scripts/EasternKingdoms/Stratholme/boss_dathrohan_balnazzar.cpp	227	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.127	scripts.md	scripts/EasternKingdoms/Stratholme/boss_magistrate_barthilas.cpp	138	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.128	scripts.md	scripts/EasternKingdoms/Stratholme/boss_maleki_the_pallid.cpp	111	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#SCRIPTS.WBS.129	scripts.md	scripts/EasternKingdoms/Stratholme/boss_nerubenkan.cpp	121	`crates/wow-scripts`, `crates/wow-spell`, `crates/wow-pvp`, `crates/wow-battleground`, `crates/wow-pet`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
